O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.1.b,Persistence,IM,Importance,3.93,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.1.c,Initiative,IM,Importance,4.01,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.2.b,Leadership,IM,Importance,3.37,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.3.a,Cooperation,IM,Importance,4.06,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.3.b,Concern for Others,IM,Importance,3.4,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.3.c,Social Orientation,IM,Importance,3.01,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.4.a,Self-Control,IM,Importance,3.84,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.89,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.12,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.5.a,Dependability,IM,Importance,4.39,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.6,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.5.c,Integrity,IM,Importance,4.16,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.6,Independence,IM,Importance,3.91,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.7.a,Innovation,IM,Importance,3.66,,,,,N,11/2020,Analyst - Transition
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.31,,,,,N,11/2020,Analyst - Transition
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.83,38,0.32,3.17,4.49,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.1.b,Persistence,IM,Importance,4.29,38,0.12,4.05,4.54,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.1.c,Initiative,IM,Importance,4.33,38,0.13,4.06,4.59,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.2.b,Leadership,IM,Importance,3.24,38,0.41,2.4,4.08,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.3.a,Cooperation,IM,Importance,4.13,37,0.22,3.69,4.58,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.3.b,Concern for Others,IM,Importance,3.69,38,0.22,3.25,4.13,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.3.c,Social Orientation,IM,Importance,2.75,38,0.3,2.13,3.36,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.4.a,Self-Control,IM,Importance,3.94,38,0.2,3.54,4.33,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.79,38,0.19,3.41,4.17,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.98,38,0.12,3.73,4.23,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.5.a,Dependability,IM,Importance,4.49,38,0.13,4.22,4.76,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.73,38,0.09,4.54,4.92,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.5.c,Integrity,IM,Importance,4.15,38,0.15,3.85,4.45,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.6,Independence,IM,Importance,3.98,38,0.16,3.66,4.3,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.7.a,Innovation,IM,Importance,3.68,38,0.18,3.31,4.05,N,08/2022,Incumbent
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.27,38,0.11,4.05,4.5,N,08/2022,Incumbent
17-3024.01,Robotics Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.67,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.1.b,Persistence,IM,Importance,3.9,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.1.c,Initiative,IM,Importance,3.95,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.2.b,Leadership,IM,Importance,3.05,20,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.3.a,Cooperation,IM,Importance,3.81,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.3.b,Concern for Others,IM,Importance,3.05,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.3.c,Social Orientation,IM,Importance,2.38,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.4.a,Self-Control,IM,Importance,3.86,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.4.b,Stress Tolerance,IM,Importance,4,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.14,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.5.a,Dependability,IM,Importance,4.33,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.62,21,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.5.c,Integrity,IM,Importance,4.32,22,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.6,Independence,IM,Importance,4.05,22,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.7.a,Innovation,IM,Importance,3.68,22,,,,,08/2018,Occupational Expert
17-3024.01,Robotics Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.32,22,,,,,08/2018,Occupational Expert
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.67,23,0.24,3.17,4.16,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.1.b,Persistence,IM,Importance,3.49,23,0.19,3.1,3.89,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.1.c,Initiative,IM,Importance,4.11,23,0.23,3.64,4.57,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.2.b,Leadership,IM,Importance,3.66,23,0.14,3.36,3.95,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.3.a,Cooperation,IM,Importance,4.3,23,0.14,4.01,4.58,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.3.b,Concern for Others,IM,Importance,3.27,23,0.24,2.77,3.76,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.3.c,Social Orientation,IM,Importance,2.88,23,0.32,2.22,3.53,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.4.a,Self-Control,IM,Importance,3.23,23,0.34,2.53,3.94,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.4.b,Stress Tolerance,IM,Importance,4.06,23,0.14,3.77,4.36,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.9,23,0.22,3.45,4.34,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.5.a,Dependability,IM,Importance,4.21,23,0.18,3.83,4.59,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.26,23,0.18,3.89,4.62,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.5.c,Integrity,IM,Importance,4.23,23,0.17,3.88,4.58,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.6,Independence,IM,Importance,3.62,23,0.35,2.89,4.35,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.7.a,Innovation,IM,Importance,2.98,23,0.2,2.55,3.4,N,07/2014,Incumbent
17-3025.00,Environmental Engineering Technologists and Technicians,1.C.7.b,Analytical Thinking,IM,Importance,3.8,23,0.33,3.12,4.48,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.88,28,0.05,3.78,3.98,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.1.b,Persistence,IM,Importance,3.89,28,0.07,3.75,4.04,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.1.c,Initiative,IM,Importance,4.04,27,0.03,3.97,4.1,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.2.b,Leadership,IM,Importance,3.34,28,0.11,3.12,3.56,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.3.a,Cooperation,IM,Importance,4.1,28,0.06,3.99,4.21,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.3.b,Concern for Others,IM,Importance,3.79,28,0.14,3.5,4.08,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.3.c,Social Orientation,IM,Importance,3.12,28,0.11,2.9,3.34,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.4.a,Self-Control,IM,Importance,3.98,28,0.13,3.73,4.24,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.4.b,Stress Tolerance,IM,Importance,4.15,28,0.12,3.9,4.4,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.81,28,0.11,3.58,4.04,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.5.a,Dependability,IM,Importance,4.35,28,0.07,4.21,4.49,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.36,28,0.16,4.04,4.68,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.5.c,Integrity,IM,Importance,4.09,28,0.27,3.54,4.63,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.6,Independence,IM,Importance,3.9,28,0.06,3.78,4.02,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.7.a,Innovation,IM,Importance,3.75,28,0.33,3.08,4.42,N,07/2014,Incumbent
17-3026.00,Industrial Engineering Technologists and Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.3,28,0.12,4.06,4.55,N,07/2014,Incumbent
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.91,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.1.b,Persistence,IM,Importance,4.11,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.1.c,Initiative,IM,Importance,4,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.2.b,Leadership,IM,Importance,3.05,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.3.a,Cooperation,IM,Importance,3.92,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.3.b,Concern for Others,IM,Importance,3.03,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.3.c,Social Orientation,IM,Importance,2.04,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.4.a,Self-Control,IM,Importance,3.34,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.43,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.78,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.5.a,Dependability,IM,Importance,4.02,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.63,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.5.c,Integrity,IM,Importance,4.05,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.6,Independence,IM,Importance,3.52,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.7.a,Innovation,IM,Importance,3.73,,,,,,11/2020,Analyst - Transition
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.35,,,,,,11/2020,Analyst - Transition
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.63,31,0.13,3.36,3.89,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.1.b,Persistence,IM,Importance,3.81,31,0.19,3.43,4.18,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.1.c,Initiative,IM,Importance,3.92,31,0.09,3.74,4.11,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.2.b,Leadership,IM,Importance,3.37,31,0.13,3.11,3.64,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.3.a,Cooperation,IM,Importance,3.72,31,0.19,3.33,4.1,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.3.b,Concern for Others,IM,Importance,3.03,31,0.29,2.43,3.63,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.3.c,Social Orientation,IM,Importance,2.89,31,0.15,2.59,3.19,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.4.a,Self-Control,IM,Importance,3.46,31,0.38,2.69,4.23,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.57,31,0.16,3.24,3.9,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.73,31,0.16,3.4,4.07,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.5.a,Dependability,IM,Importance,4.01,31,0.22,3.57,4.46,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.4,31,0.12,4.16,4.65,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.5.c,Integrity,IM,Importance,3.81,31,0.4,2.99,4.64,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.6,Independence,IM,Importance,3.63,31,0.13,3.35,3.91,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.7.a,Innovation,IM,Importance,3.49,31,0.15,3.18,3.8,N,08/2022,Incumbent
17-3027.00,Mechanical Engineering Technologists and Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.07,31,0.16,3.73,4.4,N,08/2022,Incumbent
17-3027.01,Automotive Engineering Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.78,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.1.b,Persistence,IM,Importance,4,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.1.c,Initiative,IM,Importance,4,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.2.b,Leadership,IM,Importance,3.19,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.3.a,Cooperation,IM,Importance,4.04,26,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.3.b,Concern for Others,IM,Importance,3.19,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.3.c,Social Orientation,IM,Importance,3.11,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.4.a,Self-Control,IM,Importance,3.67,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.85,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4,26,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.5.a,Dependability,IM,Importance,4.41,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.52,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.5.c,Integrity,IM,Importance,4.22,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.6,Independence,IM,Importance,3.59,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.7.a,Innovation,IM,Importance,3.89,27,,,,,07/2016,Occupational Expert
17-3027.01,Automotive Engineering Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.11,27,,,,,07/2016,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.1.a,Achievement/Effort,IM,Importance,4.05,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.1.b,Persistence,IM,Importance,3.76,21,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.1.c,Initiative,IM,Importance,3.86,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.2.b,Leadership,IM,Importance,3.23,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.3.a,Cooperation,IM,Importance,3.77,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.3.b,Concern for Others,IM,Importance,3.59,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.3.c,Social Orientation,IM,Importance,2.64,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.4.a,Self-Control,IM,Importance,3.68,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.4.b,Stress Tolerance,IM,Importance,3.95,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.91,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.5.a,Dependability,IM,Importance,4.68,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.5.b,Attention to Detail,IM,Importance,4.59,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.5.c,Integrity,IM,Importance,4.86,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.6,Independence,IM,Importance,3.59,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.7.a,Innovation,IM,Importance,3.09,22,,,,,08/2023,Occupational Expert
17-3029.01,Non-Destructive Testing Specialists,1.C.7.b,Analytical Thinking,IM,Importance,4,22,,,,,08/2023,Occupational Expert
17-3029.08,Photonics Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.8,25,,,,,07/2013,Occupational Expert
17-3029.08,Photonics Technicians,1.C.1.b,Persistence,IM,Importance,3.84,25,,,,,07/2013,Occupational Expert
17-3029.08,Photonics Technicians,1.C.1.c,Initiative,IM,Importance,3.84,25,,,,,07/2013,Occupational Expert
17-3029.08,Photonics Technicians,1.C.2.b,Leadership,IM,Importance,2.88,25,,,,,07/2013,Occupational Expert
17-3029.08,Photonics Technicians,1.C.3.a,Cooperation,IM,Importance,3.88,25,,,,,07/2013,Occupational Expert
17-3029.08,Photonics Technicians,1.C.3.b,Concern for Others,IM,Importance,3.08,25,,,,,07/2013,Occupational Expert
